URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
83,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,8,44,-0.6923076789940831,0.07807807796084373,22.54,0.8074534161490683,9.338981366459628,22.54,910,658,1968,2,0.0008873114463176575
84,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,7,25,-0.5624999824218756,0.057245080398488225,27.871794871794872,0.8003679852805887,11.468865142830184,27.871794871794872,870,538,1710,6,0.0009199632014719411
85,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,3,2,0.199999960000008,0.01805054145108108,18.636363636363637,0.8414634146341463,7.791130820399113,18.636363636363637,345,271,714,0,0.0024390243902439024
86,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,8,3,0.4545454132231443,0.02956989239362932,18.235294117647058,0.8193548387096774,7.621859582542695,18.235294117647058,508,367,989,4,0.0016129032258064516
87,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,3,38,-0.8536585157644265,0.06466876961408712,31.848484848484848,0.8239771646051379,13.068984805235994,31.848484848484848,866,611,1813,3,0.0009514747859181732
88,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,7,10,-0.17647057785467188,0.047222222091049385,23.774193548387096,0.7788331071913162,9.821210662231366,23.774193548387096,574,344,1062,42,0.0013568521031207597
89,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,3,33,-0.8333333101851859,0.05405405397289181,21.8125,0.8653295128939829,9.071131805157593,21.8125,906,636,1752,0,0.0009551098376313276
90,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,10,34,-0.5454545330578515,0.07586206883472058,19.884615384615383,0.8578336557059961,8.296979616128551,19.884615384615383,887,572,1806,0,0.0009671179883945841
91,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,14,27,-0.31707316299821553,0.0654952075631067,18.90740740740741,0.8364348677766895,7.897536910073639,18.90740740740741,854,604,1790,2,0.0009794319294809011
92,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,10,39,-0.5918367226155771,0.06314432981553565,23.072727272727274,0.8219070133963751,9.55785371444946,23.072727272727274,1043,752,2130,8,0.0007880220646178094
93,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,22,50,-0.38888888348765444,0.08026755843894363,22.428571428571427,0.8006369426751593,9.291683348498635,22.428571428571427,1257,856,2551,3,0.0006369426751592356
94,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,15,45,-0.4999999916666668,0.05235602089672249,24.44,0.8188761593016912,10.103550463720678,24.44,1501,1121,2999,3,0.0005455537370430987
95,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,7,19,-0.4615384437869829,0.05327868841541252,73.66666666666667,0.7794117647058824,29.778431372549022,73.66666666666667,689,479,1257,43,0.0011312217194570137
96,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,19,75,-0.5957446745133546,0.0796610168816432,26.864864864864863,0.8148893360160966,11.071901680352385,26.864864864864863,1620,1161,3333,11,0.0005030181086519115
97,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,7,16,-0.39130433081285515,0.03453453448268088,16.0625,0.7883268482490272,6.740330739299612,16.0625,1013,656,1959,7,0.0007782101167315176
98,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,5,14,-0.47368418559556913,0.08755760328314469,21.5,0.8255813953488372,8.930232558139535,21.5,284,213,606,1,0.0029069767441860465
99,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,16,87,-0.6893203816570836,0.07640949549227781,24.15730337078652,0.846046511627907,10.001339952965772,24.15730337078652,1819,1325,3582,6,0.00046511627906976747
100,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,10,36,-0.5652173790170135,0.058375634443685744,25.140625,0.8178993163455562,10.383409726538224,25.140625,1316,762,2388,36,0.0006215040397762585
101,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,11,57,-0.6764705782871974,0.06325581389464575,20.0,0.8313953488372093,8.332558139534884,20.0,1430,1011,2827,12,0.0005813953488372093
102,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,14,48,-0.5483870879292405,0.05832549383036171,24.16,0.8123620309050773,9.988944812362032,24.16,1472,1040,2984,11,0.0005518763796909492
103,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,22,64,-0.48837208734451065,0.0673981190694372,25.807692307692307,0.8256333830104322,10.653330276281096,25.807692307692307,1662,1258,3423,8,0.0004967709885742673
104,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,23,22,0.022222221728395074,0.04293893125673766,28.246153846153845,0.8071895424836601,11.621337355455003,28.246153846153845,1482,1008,3165,2,0.0005446623093681918
105,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,5,24,-0.655172391200952,0.05858585846750332,24.91176470588235,0.807556080283353,10.287728314466282,24.91176470588235,684,477,1400,3,0.0011806375442739079
106,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,6,74,-0.8499999893750002,0.0835945662658364,22.661971830985916,0.8203853325046613,9.39294286539623,22.661971830985916,1320,931,2801,6,0.0006215040397762585
107,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,13,38,-0.49019606881968497,0.09222423129796703,16.508196721311474,0.7696127110228401,6.911123772933727,16.508196721311474,775,535,1626,5,0.0009930486593843098
108,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,12,-0.9999999166666736,0.022813688169555726,21.783783783783782,0.8374689826302729,9.048501106565622,21.783783783783782,675,517,1403,1,0.0012406947890818859
109,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,5,33,-0.7368420858725767,0.03345070419590607,34.64,0.7979214780600462,14.17516859122402,34.64,1382,1114,2894,2,0.0005773672055427252
110,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,33,27,0.09999999833333337,0.055045871509132226,24.814285714285713,0.8284398388025331,10.2570902212353,24.814285714285713,1439,1045,3058,0,0.0005757052389176742
111,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,9,21,-0.3999999866666671,0.03699136863502914,23.033898305084747,0.82560706401766,9.543802147640964,23.033898305084747,1122,767,2367,6,0.0007358351729212656
112,https://insights.blackcoffer.com/continued-demand-for-sustainability/,23,30,-0.13207546920612323,0.07454289722286513,23.574468085106382,0.8483754512635379,9.76913741454797,23.574468085106382,940,694,2157,0,0.0009025270758122744
113,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,3,11,-0.5714285306122479,0.06008583665199212,25.066666666666666,0.8404255319148937,10.362836879432624,25.066666666666666,316,231,716,4,0.0026595744680851063
114,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,3,0,0.9999996666667778,0.014925373060072772,21.0,0.8005952380952381,8.720238095238095,21.0,269,189,528,7,0.002976190476190476
115,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,14,-0.9999999285714337,0.07179487142669297,19.285714285714285,0.7407407407407407,8.010582010582011,19.285714285714285,300,191,656,5,0.0024691358024691358
116,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,6,-0.9999998333333611,0.04255319118756602,29.625,0.8312236286919831,12.182489451476794,29.625,197,136,375,3,0.004219409282700422
117,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,3,12,-0.5999999600000027,0.10948905029570037,18.5,0.7837837837837838,7.713513513513513,18.5,203,136,447,7,0.003861003861003861
118,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,26,10,0.44444443209876583,0.089999999775,18.147058823529413,0.8249594813614263,7.5888073219563354,18.147058823529413,509,398,1135,2,0.0016207455429497568
119,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,4,53,-0.8596491077254543,0.09062003165243238,24.904761904761905,0.8260038240917782,10.292306291541474,24.904761904761905,864,616,1692,0,0.0009560229445506692
120,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,1,39,-0.9499999762500007,0.07155635049811028,25.487179487179485,0.8269617706237424,10.525656503121292,25.487179487179485,822,549,1560,4,0.001006036217303823
121,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,11,50,-0.6393442518140287,0.05669144976143917,24.346666666666668,0.803395399780942,10.060024826579046,24.346666666666668,1467,1045,3102,0,0.000547645125958379
122,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,3,8,-0.4545454132231443,0.03142857133877551,17.914285714285715,0.8165869218500797,7.492349054454317,17.914285714285715,512,350,1058,1,0.001594896331738437
123,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,13,17,-0.13333332888888902,0.044313146167927406,29.57894736842105,0.8131672597864769,12.156845851283013,29.57894736842105,914,668,1925,1,0.0008896797153024911
124,https://insights.blackcoffer.com/blockchain-in-fintech/,5,11,-0.37499997656250145,0.030360531251687795,25.783783783783782,0.8081761006289309,10.636783953765086,25.783783783783782,771,522,1565,2,0.0010482180293501049
125,https://insights.blackcoffer.com/blockchain-for-payments/,9,17,-0.30769229585798863,0.0465949819953495,18.693877551020407,0.8111353711790393,7.802005168879778,18.693877551020407,743,544,1582,9,0.001091703056768559
126,https://insights.blackcoffer.com/the-future-of-investing/,23,9,0.4374999863281255,0.032225579020920866,22.652173913043477,0.8080614203454894,9.384094133355587,22.652173913043477,1263,977,2635,2,0.0006397952655150352
127,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,12,44,-0.57142856122449,0.07799442886073199,17.59090909090909,0.7829457364341085,7.34954193093728,17.59090909090909,909,696,2042,2,0.0008613264427217916
128,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,16,5,0.5238094988662143,0.04545454535615899,24.322580645161292,0.8249336870026526,10.059005732865579,24.322580645161292,622,454,1423,0,0.001326259946949602
129,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,17,44,-0.4426229435635583,0.1013289034861646,15.969696969696969,0.7884250474383302,6.70324880685412,15.969696969696969,831,601,1838,8,0.0009487666034155598
130,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,18,37,-0.34545453917355384,0.0609080840964473,25.661016949152543,0.808454425363276,10.587788549806328,25.661016949152543,1224,888,2560,3,0.0006605019815059445
131,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,31,8,0.5897435746219597,0.045138888836644804,18.027027027027028,0.8470764617691154,7.549641395518458,18.027027027027028,1130,850,2565,0,0.0007496251874062968
132,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,14,32,-0.3913043393194709,0.06865671631543774,21.82,0.8139321723189734,9.05357286892759,21.82,888,668,2119,12,0.0009165902841429881
133,https://insights.blackcoffer.com/bank-risk-management-india/,18,26,-0.18181817768595052,0.05506883597613412,19.102941176470587,0.8144726712856043,7.9669655391024765,19.102941176470587,1058,795,2139,1,0.0007698229407236335
134,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,34,24,0.17241379013079672,0.07435897426364234,17.5,0.8507936507936508,7.340317460317461,17.5,1072,776,2312,0,0.0007936507936507937
135,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,6,12,-0.3333333148148158,0.03621730375006579,18.72093023255814,0.8099378881987578,7.812347248302759,18.72093023255814,652,495,1388,0,0.0012422360248447205
136,https://insights.blackcoffer.com/mitigating-bank-risk-management/,17,27,-0.22727272210743815,0.0511033681171854,22.491803278688526,0.8214285714285714,9.325292740046839,22.491803278688526,1127,853,2361,2,0.0007288629737609329
137,https://insights.blackcoffer.com/future-of-bank-risk-management/,10,25,-0.428571416326531,0.07575757559359832,22.27027027027027,0.8300970873786407,9.240146943059564,22.27027027027027,684,454,1386,2,0.0012135922330097086
138,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,20,19,0.025641024983563465,0.042116630624064115,25.25,0.823019801980198,10.42920792079208,25.25,1330,917,2752,18,0.0006188118811881188
139,https://insights.blackcoffer.com/marketing-analytics-needs/,32,7,0.6410256245890866,0.04529616719477797,17.738095238095237,0.8248322147651007,7.425170981144136,17.738095238095237,1229,843,2634,7,0.0006711409395973154
140,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,33,14,0.40425531054775937,0.08785046712551314,25.457142857142856,0.8327721661054994,10.515966009299342,25.457142857142856,742,535,1634,0,0.001122334455667789
141,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,24,13,0.2972972892622354,0.053545586029601175,31.615384615384617,0.805352798053528,12.968294965375259,31.615384615384617,993,684,2223,0,0.0008110300081103001
142,https://insights.blackcoffer.com/big-data-and-analytics-to-help-form-political-leaders-win-election/,13,23,-0.2777777700617286,0.06382978712086917,18.50943396226415,0.8144750254841998,7.72956359509934,18.50943396226415,799,556,1734,0,0.0010193679918450561
143,https://insights.blackcoffer.com/the-emergence-of-data-analytics/,2,5,-0.4285713673469475,0.020289855013652595,18.93103448275862,0.8269581056466302,7.9031970353620995,18.93103448275862,454,345,1024,1,0.0018214936247723133
144,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies-2/,25,14,0.2820512748191981,0.04243743194511705,19.475,0.7862644415917843,8.104505776636714,19.475,1225,900,2778,5,0.0006418485237483953
145,https://insights.blackcoffer.com/the-prospective-recipe-of-success-in-the-age-of-analytics/,14,17,-0.09677419042663901,0.04397163114330265,20.1875,0.8173374613003096,8.401934984520123,20.1875,1056,684,2216,7,0.0007739938080495357
146,https://insights.blackcoffer.com/using-people-analytics-to-drive-business-performance/,7,9,-0.12499999218750048,0.039024390148721,21.636363636363637,0.773109243697479,8.963789152024447,21.636363636363637,552,386,1192,4,0.0014005602240896359
147,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,16,31,-0.31914892937981004,0.06782106772320193,18.6875,0.8152173913043478,7.80108695652174,18.6875,975,682,2094,6,0.0008361204013377926
148,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,21,39,-0.2999999950000001,0.06072874487780491,22.742857142857144,0.8190954773869347,9.424781048097632,22.742857142857144,1304,962,2922,2,0.000628140703517588
149,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,19,7,0.4615384437869829,0.03656821373197157,17.191176470588236,0.8229255774165953,7.205640819201932,17.191176470588236,962,691,2105,4,0.000855431993156544
150,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,28,4,0.7499999765625008,0.04500703228550347,21.672727272727272,0.7894295302013423,8.984862721171446,21.672727272727272,941,689,2181,0,0.0008389261744966443
151,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,13,14,-0.037037035665294975,0.04882459304010019,19.372549019607842,0.8076923076923077,8.07209653092006,19.372549019607842,798,549,1722,2,0.0010121457489878543
152,https://insights.blackcoffer.com/analytics-healthcare-industry/,15,19,-0.11764705536332191,0.056856187195892666,20.708333333333332,0.8289738430583501,8.614922870556674,20.708333333333332,824,594,1899,1,0.001006036217303823
153,https://insights.blackcoffer.com/business-analytics-textile-industry/,21,3,0.7499999687500013,0.03104786541908426,38.93939393939394,0.8459143968871595,15.914123334512439,38.93939393939394,1087,759,2352,2,0.0007782101167315176
154,https://insights.blackcoffer.com/big-data-marketing-reality/,23,7,0.5333333155555561,0.050590219138970965,22.08888888888889,0.817907444668008,9.16271853342276,22.08888888888889,813,569,1712,1,0.001006036217303823
155,https://insights.blackcoffer.com/understanding-millennial-market/,8,4,0.3333333055555579,0.03243243234477721,27.40909090909091,0.867330016583748,11.310568370269863,27.40909090909091,523,368,1047,2,0.001658374792703151
156,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,9,3,0.4999999583333368,0.02797202790682511,19.756756756756758,0.7852257181942545,8.216792989980405,19.756756756756758,574,425,1310,2,0.0013679890560875513
157,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,25,10,0.428571416326531,0.06958250483184393,26.6,0.8408521303258145,10.976340852130328,26.6,671,496,1484,0,0.0012531328320802004
158,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,7,7,0.0,0.03189066051961125,26.766666666666666,0.7995018679950187,11.026467413864674,26.766666666666666,642,439,1270,0,0.0012453300124533001
159,https://insights.blackcoffer.com/digital-transformation-oil-gas/,8,12,-0.1999999900000005,0.04842615000381077,26.615384615384617,0.8280346820809249,10.977367718986217,26.615384615384617,573,413,1237,1,0.001445086705202312
160,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,21,9,0.3999999866666671,0.0609756096321634,32.96,0.8398058252427184,13.519922330097089,32.96,692,486,1389,0,0.0012135922330097086
161,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,17,4,0.6190475895691624,0.0532994922505089,24.04,0.8569051580698835,9.958762063227953,24.04,515,387,1121,0,0.0016638935108153079
162,https://insights.blackcoffer.com/role-big-data-cyber-security/,12,27,-0.384615374753452,0.07647058808535179,26.413793103448278,0.8511749347258486,10.90598721526965,26.413793103448278,652,506,1532,0,0.0013054830287206266
163,https://insights.blackcoffer.com/role-big-data-healthcare/,30,46,-0.21052631301939062,0.09999999986842105,21.464285714285715,0.8452579034941764,8.923817447111956,21.464285714285715,1016,748,2306,0,0.0008319467554076539
164,https://insights.blackcoffer.com/data-driven-dashboards/,5,2,0.4285713673469475,0.012773722604427513,20.59090909090909,0.8112582781456954,8.560866947621916,20.59090909090909,735,532,1590,0,0.0011037527593818985
165,https://insights.blackcoffer.com/role-big-data-academia/,14,39,-0.47169810430758297,0.0609195401598626,21.43661971830986,0.8009198423127464,8.895015824249043,21.43661971830986,1219,853,2649,15,0.000657030223390276
166,https://insights.blackcoffer.com/sales-forecasting-in-retail/,20,8,0.4285714132653067,0.0580912861865326,26.428571428571427,0.8378378378378378,10.906563706563707,26.428571428571427,620,470,1392,0,0.0013513513513513514
167,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,3,48,-0.882352923875433,0.08292682913345231,17.0,0.7925696594427245,7.117027863777089,17.0,768,609,1822,6,0.0010319917440660474
168,https://insights.blackcoffer.com/data-exfiltration/,4,6,-0.19999998000000202,0.03236245944219269,20.357142857142858,0.7333333333333333,8.436190476190477,20.357142857142858,418,307,961,11,0.0017543859649122807
169,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,5,9,-0.2857142653061239,0.032036613199000884,28.555555555555557,0.8261997405966277,11.752702118460874,28.555555555555557,637,436,1300,1,0.0012970168612191958
